0,1,2,3,4,5
出发,чу фа,чу фа,чу фа,чу фа,чу фа
出国,чу гуо,чу куо,чу гуоо,чу го,чу гуо
出口,чу коу,чу коу,чу кооу,чу коу,чу коу
出门,чу мен,чу мен,чу мен,чу мэнь,чу мен
出生,чу шенг,чу шенг,чу шенг,чу шэн,чу шенг
出现,чу xиан,чу хсиен,чу шианн,чу сянь,чу xиан
出院,чу ыуан,чу ыуан,чу ыуанн,чу юань,чу ыуан
出租,чу зу,чу цу,чу тзу,чу цзу,чу цу
出租车,чу зу че,чу цу че,чу тзу че,чу цзу чэ,чу цу че
船,чуан,чуан,чуоан,чуань,чуан
吹,чуи,чуи,чуеи,чуй,чуи
春节,чун йие,чун чиех,чуен йые,чунь цзе,чун йие
春天,чун тиан,чун тиен,чуен тиан,чунь тянь,чун тиан
词,ци,тзу,цыр,цы,цы
词典,ци диан,тзу тиен,цыр деан,цы дянь,цы диан
词语,ци ыу,тзу ыу,цыр ыеу,цы юй,цы ыу
从小,цонг xиао,цунг хсиао,цорнг шеау,цун сяо,цонг xиао
答应,да ыинг,та ыинг,да ыинг,да ин,да ыинг
打工,да гонг,та кунг,даа гонг,да гун,да гонг
打算,да суан,та суан,даа суанн,да суань,да суан
打印,да ыин,та ыин,даа ыинн,да инь,да ыин
大大,да да,та та,дах дах,да да,да да
大多数,да дуо шу,та то шу,дах дуо шух,да до шу,да ду шу
大海,да хаи,та хаи,дах хае,да хай,да хаи
大家,да йиа,та чиа,дах йиа,да цзя,да йиа
大量,да лианг,та лианг,дах лианк,да лян,да лиан
大门,да мен,та мен,дах мен,да мэнь,да мен
大声,да шенг,та шенг,дах шенг,да шэн,да шенг
大小,да xиао,та хсиао,дах шеау,да сяо,да xиао
大衣,да ыи,та и,дах и,да и,да и
大自然,да зи ран,та тзу ян,дах тзых ран,да цзы жань,да тзы ран
带,даи,таи,даы,дай,даи
带来,даи лаи,таи лаи,даы лаи,дай лай,даи лаи
单位,дан уоеи,тан уоеи,дан уоеы,дань вэй,дан уоеи
但,дан,тан,данн,дань,дан
但是,дан ши,тан ших,данн шых,дань ши,дан ши
蛋,дан,тан,данн,дань,дан
当,данг,танг,данг,дан,данг
当时,данг ши,танг ших,данг шыр,дан ши,данг ши
倒,дао,тао,дао,дао,дао
到处,дао чу,тао чу,дауо чух,дао чу,дао чу
倒,дао,тао,дауо,дао,дао
道,дао,тао,дауо,дао,дао
道路,дао лу,тао лу,дауо лух,дао лу,дао лу
得,де,те,дер,дэ,де
得出,де чу,те чу,дер чу,дэ чу,де чу
的话,де хуа,де хуа,де хуах,дэ хуа,де хуа
得,де,де,де,дэ,де
灯,денг,тенг,денг,дэн,денг
等,денг,тенг,деенг,дэн,денг
等到,денг дао,тенг тао,деенг дауо,дэн дао,денг дао
等于,денг ыу,тенг ыу,деенг ыу,дэн юй,денг ыу
低,ди,ти,ди,ди,ди
地球,ди киу,ти чиу,дих чыоу,ди цю,ди чиу
地铁,ди тие,ти тиех,дих тиее,ди те,ди тие
地铁站,ди тие жан,ти тиех чан,дих тиее янн,ди те чжань,ди тие чан
点头,диан тоу,тиен тоу,деан тоур,дянь тоу,диан тоу
店,диан,тиен,дианн,дянь,диан
掉,диао,тиао,диауо,дяо,диао
东北,донг беи,тунг пеи,донг бееи,дун бэй,донг беи
东方,донг фанг,тунг фанг,донг фанг,дун фан,донг фанг
东南,донг нан,тунг нан,донг нан,дун,донг на
冬天,донг тиан,тунг тиен,донг тиан,дун тянь,донг тиан
懂,донг,тунг,доонг,дун,донг
懂得,донг де,тунг де,доонг де,дун дэ,донг де
动物,донг уоу,тунг уоу,донк уоух,дун у,донг уоу
动物园,донг уоу ыуан,тунг уоу ыуан,донк уоух ыуан,дун у юань,донг уоу ыуан
读音,ду ыин,ту ыин,дуоу ин,ду инь,ду ыин
度,ду,ту,дух,ду,ду
短,дуан,туан,доан,дуань,дуан
短信,дуан xин,туан хсин,доан шинн,дуань синь,дуан xинн
段,дуан,туан,дуанн,дуань,дуан
队,дуи,туи,дуеы,дуй,дуи
队长,дуи чанг,туи чанг,дуеы яанг,дуй чан,дуи чанг
对,дуи,туи,дуеы,дуй,дуи
对话,дуи хуа,туи хуа,дуеы хуах,дуй хуа,дуи хуа
对面,дуи миан,туи миен,дуеы мианн,дуй мянь,дуи миан
多,дуо,то,дуо,до,ду
多久,дуо йиу,то чиу,дуо йеоу,до цзю,ду йиу
多么,дуо ыао,то ме,дуо ме,до яо,ду ме
多数,дуо шу,то шу,дуо шух,до шу,ду шу
多云,дуо ыун,то ыун,дуо ыун,до юнь,ду ыун
而且,ер кие,ерх чиех,ерл чиее,эр це,ер чие
发,фа,фа,фа,фа,фа
发现,фа xиан,фа хсиен,фа шианн,фа сянь,фа xиан
饭馆,фан гуан,фан куан,фанн гоан,фань гуань,фан гуан
方便,фанг биан,фанг пиен,фанг бианн,фан бянь,фанг биан
方便面,фанг биан миан,фанг пиен миен,фанг бианн мианн,фан бянь мянь,фанг биан миан
方法,фанг фа,фанг фа,фанг фаа,фан фа,фанг фа
方面,фанг миан,фанг миен,фанг мианн,фан мянь,фанг миан
方向,фанг xианг,фанг хсианг,фанг шианк,фан сян,фанг xианг
放下,фанг xиа,фанг хсиа,фанк шиах,фан ся,фанг xиа
放心,фанг xин,фанг хсин,фанк шин,фан синь,фанг xин
分,фен,фен,фен,фэнь,фен
分开,фен каи,фен каи,фен каи,фэнь кай,фен каи
分数,фен шу,фен шу,фен шух,фэнь шу,фен шу
分钟,фен жонг,фен чунг,фен йонг,фэнь чжун,фен чонг
份,фен,фен,фенн,фэнь,фен
封,фенг,фенг,фенг,фэн,фенг
服务,фу уоу,фу уоу,фуоу уоух,фу у,фу уоу
复习,фу xи,фу хси,фух шыи,фу си,фу xи
该,гаи,каи,гаи,гай,гаи
改,гаи,каи,гае,гай,гаи
改变,гаи биан,каи пиен,гае бианн,гай бянь,гаи биан
干杯,ган беи,кан пеи,ган беи,гань бэй,ган беи
感到,ган дао,кан тао,гаан дауо,гань дао,ган дао
感动,ган донг,кан тунг,гаан донк,гань дун,ган донг
感觉,ган юе,кан чуех,гаан йыуе,гань цзюэ,ган юе
感谢,ган xие,кан хсиех,гаан шиех,гань се,ган xие
干活儿,ган хуо ер,кан хуо р,ганн хуоо р,гань хо эр,ган хуо рр
刚,ганг,канг,ганг,ган,ганг
刚才,ганг цаи,канг цаи,ганг цаир,ган цай,ганг цаи
高级,гао йи,као чи,гау йыи,гао цзи,гао йи
高中,гао жонг,као чунг,гау йонг,гао чжун,гао чонг
个子,ге зи,ко зи,гех зи,гэ цзы,ге зи
公共汽车,гонг гонг ки че,кунг кунг чи че,гонг гонк чих че,гун гун ци чэ,гонг гонг чи че
公交车,гонг йиао че,кунг чиао че,гонг йиау че,гун цзяо чэ,гонг йиао че
公斤,гонг йин,кунг чин,гонг йин,гун цзинь,гонг йин
公里,гонг ли,кунг ли,гонг лии,гун ли,гонг ли
公路,гонг лу,кунг лу,гонг лух,гун лу,гонг лу
公平,гонг пинг,кунг пинг,гонг пынг,гун пин,гонг пинг
公司,гонг си,кунг ссу,гонг сы,гун сы,гонг сы
公园,гонг ыуан,кунг ыуан,гонг ыуан,гун юань,гонг ыуан
狗,гоу,коу,гооу,гоу,гоу
够,гоу,коу,гоуо,гоу,гоу
故意,гу ыи,ку и,гух ыих,гу и,гу ыи
顾客,гу ке,ку ко,гух кех,гу кэ,гу ке
关机,гуан йи,куан чи,гуан йи,гуань цзи,гуан йи
关心,гуан xин,куан хсин,гуан шин,гуань синь,гуан xин
观点,гуан диан,куан тиен,гуан деан,гуань дянь,гуан диан
广场,гуанг чанг,куанг чанг,гоанг чаанг,гуан чан,гуанг чанг
广告,гуанг гао,куанг као,гоанг гауо,гуан гао,гуанг гао
国际,гуо йи,куо чи,гуоо йих,го цзи,гуо йи
过来,гуо лаи,куо лаи,гуох лаи,го лай,гуо лаи
过年,гуо ниан,куо ниен,гуох ниан,го нянь,гуо ниан
过去,гуо ку,куо чу,гуох чиух,го цюй,гуо чу
海,хаи,хаи,хае,хай,хаи
海边,хаи биан,хаи пиен,хае биан,хай бянь,хаи биан
喊,хан,хан,хаан,хань,хан
好,хао,хао,хао,хао,хао
好多,хао дуо,хао то,хао дуо,хао до,хао ду
好久,хао йиу,хао чиу,хао йеоу,хао цзю,хао йиу
好人,хао рен,хао йен,хао рен,хао жэнь,хао рен
好事,хао ши,хао ших,хао шых,хао ши,хао ши
好像,хао xианг,хао хсианг,хао шианк,хао сян,хао xианг
合适,хе ши,хо ших,хер шых,хэ ши,хе ши
河,хе,хо,хер,хэ,хе
黑,хеи,хеи,хеи,хэй,хеи
黑板,хеи бан,хеи пан,хеи баан,хэй бань,хеи бан
黑色,хеи се,хеи се,хеи сех,хэй сэ,хеи се
红,хонг,хунг,хорнг,хун,хонг
红色,хонг се,хунг се,хорнг сех,хун сэ,хонг се
后来,хоу лаи,хоу лаи,хоуо лаи,хоу лай,хоу лаи
忽然,ху ран,ху ян,ху ран,ху жань,ху ран
湖,ху,ху,хуоу,ху,ху
护照,ху жао,ху чао,хух яуо,ху чжао,ху чао
花,хуа,хуа,хуа,хуа,хуа
花园,хуа ыуан,хуа ыуан,хуа ыуан,хуа юань,хуа ыуан
画,хуа,хуа,хуах,хуа,хуа
画家,хуа йиа,хуа чиа,хуах йиа,хуа цзя,хуа йиа
画儿,хуа ер,хуа р,хуах р,хуа эр,хуа рр
坏人,хуаи рен,хуаи йен,хуаы рен,хуай жэнь,хуаи рен
欢迎,хуан ыинг,хуан ыинг,хуан ынг,хуань ин,хуан ыин
换,хуан,хуан,хуанн,хуань,хуан
黄,хуанг,хуанг,хуоанг,хуан,хуанг
黄色,хуанг се,хуанг се,хуоанг сех,хуан сэ,хуанг се
回,хуи,хуи,хуоеи,хуэй,хуи
回国,хуи гуо,хуи куо,хуоеи гуоо,хуэй го,хуи гуо
会,хуи,хуи,хуеы,хуэй,хуи
活动,хуо донг,хуо тунг,хуоо донк,хо дун,хуо донг
或,хуо,хуо,хуох,хо,хуо
或者,хуо же,хуо че,хуох йее,хо чжэ,хуо че
机会,йи хуи,чи хуи,йи хуеы,цзи хуэй,йи хуи
鸡,йи,чи,йи,цзи,йи
级,йи,чи,йыи,цзи,йи
急,йи,чи,йыи,цзи,йи
计划,йи хуа,чи хуа,йих хуах,цзи хуа,йи хуа
计算机,йи суан йи,чи суан чи,йих суанн йи,цзи суань цзи,йи суан йи
加,йиа,чиа,йиа,цзя,йиа
加油,йиа ыоу,чиа ыу,йиа ыоу,цзя ю,йиа ыо
家,йиа,чиа,йиа,цзя,йиа
家庭,йиа тинг,чиа тинг,йиа тынг,цзя тин,йиа тинг
家长,йиа чанг,чиа чанг,йиа яанг,цзя чан,йиа чанг
假,йиа,чиа,йеа,цзя,йиа
假期,йиа ки,чиа чи,йиах чи,цзя ци,йиа чи
检查,йиан ча,чиен ча,йеан чар,цзянь ча,йиан ча
