Chinese,Pinyin,Wade-Giles,Romatzyh,Palladiy
得出,de chu,te² ch'u¹,der chu,дэ чу
的话,de hua,de hua⁴,de huah,дэ хуа
得,de,de,de,дэ
灯,deng,teng¹,deng,дэн
等,deng,teng³,deeng,дэн
等到,deng dao,teng³ tao⁴,deeng daw,дэн дао
等于,deng yu,teng³ yü²,deeng yu,дэн юй
低,di,ti¹,di,ди
地球,di qiu,ti⁴ ch'iu²,dih chyou,ди цю
地铁,di tie,ti⁴ t'ieh³,dih tiee,ди те
地铁站,di tie zhan,ti⁴ t'ieh³ chan⁴,dih tiee jann,ди те чжань
点头,dian tou,tien³ t'ou²,dean tour,дянь тоу
店,dian,tien⁴,diann,дянь
掉,diao,tiao⁴,diaw,дяо
东北,dong bei,tung¹ pei³,dong beei,дун бэй
东方,dong fang,tung¹ fang¹,dong fang,дун фан
东南,dong nan,tung¹ nan²,dong nan,дун
冬天,dong tian,tung¹ t'ien¹,dong tian,дун тянь
懂,dong,tung³,doong,дун
懂得,dong de,tung³ de,doong de,дун дэ
动物,dong wu,tung⁴ wu⁴,donq wuh,дун у
动物园,dong wu yuan,tung⁴ wu⁴ yüan²,donq wuh yuan,дун у юань
读音,du yin,tu² yin¹,dwu in,ду инь
度,du,tu⁴,duh,ду
短,duan,tuan³,doan,дуань
短信,duan xin,tuan³ hsin⁴,doan shinn,дуань синь
段,duan,tuan⁴,duann,дуань
队,dui,tui⁴,duey,дуй
队长,dui chang,tui⁴ chang³,duey jaang,дуй чан
对,dui,tui⁴,duey,дуй
对话,dui hua,tui⁴ hua⁴,duey huah,дуй хуа
对面,dui mian,tui⁴ mien⁴,duey miann,дуй мянь
多,duo,to¹,duo,до
多久,duo jiu,to¹ chiu³,duo jeou,до цзю
多么,duo yao,to¹ me,duo me,до яо
多数,duo shu,to¹ shu⁴,duo shuh,до шу
多云,duo yun,to¹ yün²,duo yun,до юнь
而且,er qie,erh² ch'ieh³,erl chiee,эр це
发,fa,fa¹,fa,фа
发现,fa xian,fa¹ hsien⁴,fa shiann,фа сянь
饭馆,fan guan,fan⁴ kuan³,fann goan,фань гуань
方便,fang bian,fang¹ pien⁴,fang biann,фан бянь
方便面,fang bian mian,fang¹ pien⁴ mien⁴,fang biann miann,фан бянь мянь
方法,fang fa,fang¹ fa³,fang faa,фан фа
方面,fang mian,fang¹ mien⁴,fang miann,фан мянь
方向,fang xiang,fang¹ hsiang⁴,fang shianq,фан сян
放下,fang xia,fang⁴ hsia⁴,fanq shiah,фан ся
放心,fang xin,fang⁴ hsin¹,fanq shin,фан синь
分,fen,fen¹,fen,фэнь
分开,fen kai,fen¹ k'ai¹,fen kai,фэнь кай
分数,fen shu,fen¹ shu⁴,fen shuh,фэнь шу
分钟,fen zhong,fen¹ chung¹,fen jong,фэнь чжун
份,fen,fen⁴,fenn,фэнь
封,feng,feng¹,feng,фэн
服务,fu wu,fu² wu⁴,fwu wuh,фу у
复习,fu xi,fu⁴ hsi²,fuh shyi,фу си
该,gai,kai¹,gai,гай
改,gai,kai³,gae,гай
改变,gai bian,kai³ pien⁴,gae biann,гай бянь
干杯,gan bei,kan¹ pei¹,gan bei,гань бэй
感到,gan dao,kan³ tao⁴,gaan daw,гань дао
感动,gan dong,kan³ tung⁴,gaan donq,гань дун
感觉,gan jue,kan³ chüeh²,gaan jyue,гань цзюэ
感谢,gan xie,kan³ hsieh⁴,gaan shieh,гань се
干活儿,gan huo er,kan⁴ huo² r,gann hwo r,гань хо эр
刚,gang,kang¹,gang,ган
刚才,gang cai,kang¹ ts'ai²,gang tsair,ган цай
高级,gao ji,kao¹ chi²,gau jyi,гао цзи
高中,gao zhong,kao¹ chung¹,gau jong,гао чжун
个子,ge zi,ko⁴ zi,geh zi,гэ цзы
公共汽车,gong gong qi che,kung¹ kung⁴ ch'i⁴ ch'e¹,gong gonq chih che,гун гун ци чэ
公交车,gong jiao che,kung¹ chiao¹ ch'e¹,gong jiau che,гун цзяо чэ
公斤,gong jin,kung¹ chin¹,gong jin,гун цзинь
公里,gong li,kung¹ li³,gong lii,гун ли
公路,gong lu,kung¹ lu⁴,gong luh,гун лу
公平,gong ping,kung¹ p'ing²,gong pyng,гун пин
公司,gong si,kung¹ ssu¹,gong sy,гун сы
公园,gong yuan,kung¹ yüan²,gong yuan,гун юань
狗,gou,kou³,goou,гоу
够,gou,kou⁴,gow,гоу
故意,gu yi,ku⁴ i⁴,guh yih,гу и
顾客,gu ke,ku⁴ k'o⁴,guh keh,гу кэ
关机,guan ji,kuan¹ chi¹,guan ji,гуань цзи
关心,guan xin,kuan¹ hsin¹,guan shin,гуань синь
观点,guan dian,kuan¹ tien³,guan dean,гуань дянь
广场,guang chang,kuang³ ch'ang³,goang chaang,гуан чан
广告,guang gao,kuang³ kao⁴,goang gaw,гуан гао
国际,guo ji,kuo² chi⁴,gwo jih,го цзи
过来,guo lai,kuo⁴ lai²,guoh lai,го лай
过年,guo nian,kuo⁴ nien²,guoh nian,го нянь
过去,guo qu,kuo⁴ ch'ü⁴,guoh chiuh,го цюй
海,hai,hai³,hae,хай
海边,hai bian,hai³ pien¹,hae bian,хай бянь
喊,han,han³,haan,хань
好,hao,hao³,hao,хао
好多,hao duo,hao³ to¹,hao duo,хао до
好久,hao jiu,hao³ chiu³,hao jeou,хао цзю
好人,hao ren,hao³ jen²,hao ren,хао жэнь
好事,hao shi,hao³ shih⁴,hao shyh,хао ши
好像,hao xiang,hao³ hsiang⁴,hao shianq,хао сян
合适,he shi,ho² shih⁴,her shyh,хэ ши
河,he,ho²,her,хэ
黑,hei,hei¹,hei,хэй
黑板,hei ban,hei¹ pan³,hei baan,хэй бань
黑色,hei se,hei¹ se⁴,hei seh,хэй сэ
红,hong,hung²,horng,хун
红色,hong se,hung² se⁴,horng seh,хун сэ
后来,hou lai,hou⁴ lai²,how lai,хоу лай
忽然,hu ran,hu¹ jan²,hu ran,ху жань
湖,hu,hu²,hwu,ху
护照,hu zhao,hu⁴ chao⁴,huh jaw,ху чжао
花,hua,hua¹,hua,хуа
花园,hua yuan,hua¹ yüan²,hua yuan,хуа юань
画,hua,hua⁴,huah,хуа
画家,hua jia,hua⁴ chia¹,huah jia,хуа цзя
画儿,hua er,hua⁴ r,huah r,хуа эр
坏人,huai ren,huai⁴ jen²,huay ren,хуай жэнь
欢迎,huan ying,huan¹ ying²,huan yng,хуань ин
换,huan,huan⁴,huann,хуань
黄,huang,huang²,hwang,хуан
黄色,huang se,huang² se⁴,hwang seh,хуан сэ
回,hui,hui²,hwei,хуэй
回国,hui guo,hui² kuo²,hwei gwo,хуэй го
会,hui,hui⁴,huey,хуэй
活动,huo dong,huo² tung⁴,hwo donq,хо дун
或,huo,huo⁴,huoh,хо
或者,huo zhe,huo⁴ che³,huoh jee,хо чжэ
机会,ji hui,chi¹ hui⁴,ji huey,цзи хуэй
鸡,ji,chi¹,ji,цзи
级,ji,chi²,jyi,цзи
急,ji,chi²,jyi,цзи
计划,ji hua,chi⁴ hua⁴,jih huah,цзи хуа
计算机,ji suan ji,chi⁴ suan⁴ chi¹,jih suann ji,цзи суань цзи
加,jia,chia¹,jia,цзя
加油,jia you,chia¹ yu²,jia you,цзя ю
家,jia,chia¹,jia,цзя
家庭,jia ting,chia¹ t'ing²,jia tyng,цзя тин
家长,jia chang,chia¹ chang³,jia jaang,цзя чан
假,jia,chia³,jea,цзя
假期,jia qi,chia⁴ ch'i¹,jiah chi,цзя ци
检查,jian cha,chien³ ch'a²,jean char,цзянь ча
见到,jian dao,chien⁴ tao⁴,jiann daw,цзянь дао
见过,jian guo,jiànguò,jiànguò,цзянь го
件,jian,chien⁴,jiann,цзянь
健康,jian kang,chien⁴ k'ang¹,jiann kang,цзянь кан
讲,jiang,chiang³,jeang,цзян
讲话,jiang hua,chiang³ hua⁴,jeang huah,цзян хуа
交,jiao,chiao¹,jiau,цзяо
交给,jiao gei,chiao¹ kei³,jiau geei,цзяо гэй
交通,jiao tong,chiao¹ t'ung¹,jiau tong,цзяо тун
角,jiao,chiao³,jeau,цзяо
角度,jiao du,chiao³ tu⁴,jeau duh,цзяо ду
饺子,jiao zi,chiao³ zi,jeau zi,цзяо цзы
脚,jiao,chiao³,jeau,цзяо
叫作,jiao zuo,chiao⁴ tso⁴,jiaw tzuoh,цзяо цзо
教师,jiao shi,chiao⁴ shih¹,jiaw shy,цзяо ши
教室,jiao shi,chiao⁴ shih⁴,jiaw shyh,цзяо ши
教育,jiao yu,chiao⁴ yü⁴,jiaw yuh,цзяо юй
接,jie,chieh¹,jie,цзе
接到,jie dao,chieh¹ tao⁴,jie daw,цзе дао
接受,jie shou,chieh¹ shou⁴,jie show,цзе шоу
接下来,jie xia lai,chieh¹ hsia⁴ lai²,jie shiah lai,цзе ся лай
接着,jie zhao,chieh¹ zhe,jie zhe,цзе чжао
街,jie,chieh¹,jie,цзе
节,jie,chieh²,jye,цзе
节目,jie mu,chieh² mu⁴,jye muh,цзе му
节日,jie ri,chieh² jih⁴,jye ryh,цзе жи
借,jie,chieh⁴,jieh,цзе
斤,jin,chin¹,jin,цзинь
今后,jin hou,chin¹ hou⁴,jin how,цзинь хоу
进入,jin ru,chin⁴ ju⁴,jinn ruh,цзинь жу
进行,jin xing,chin⁴ hsing²,jinn shyng,цзинь син
近,jin,chin⁴,jinn,цзинь
经常,jing chang,ching¹ ch'ang²,jing charng,цзин чан
经过,jing guo,ching¹ kuo⁴,jing guoh,цзин го
经理,jing li,ching¹ li³,jing lii,цзин ли
酒,jiu,chiu³,jeou,цзю
酒店,jiu dian,chiu³ tien⁴,jeou diann,цзю дянь
就要,jiu yao,chiu⁴ yao⁴,jiow yaw,цзю яо
举,ju,chü³,jeu,цзюй
举手,ju shou,chü³ shou³,jeu shoou,цзюй шоу
举行,ju xing,chü³ hsing²,jeu shyng,цзюй син
句,ju,chü⁴,jiuh,цзюй
句子,ju zi,chü⁴ zi,jiuh zi,цзюй цзы
卡,qia,k'a³,kaa,ця
开机,kai ji,k'ai¹ chi¹,kai ji,кай цзи
开心,kai xin,k'ai¹ hsin¹,kai shin,кай синь
开学,kai xue,k'ai¹ hsüeh²,kai shyue,кай сюэ
看法,kan fa,k'an⁴ fa³,kann faa,кань фа
考生,kao sheng,k'ao³ sheng¹,kao sheng,као шэн
靠,kao,k'ao⁴,kaw,као
科,ke,k'o¹,ke,кэ
科学,ke xue,k'o¹ hsüeh²,ke shyue,кэ сюэ
可爱,ke ai,k'o³ ai⁴,kee ay,кэ ай
可能,ke neng,k'o³ neng²,kee neng,кэ нэн
可怕,ke pa,k'o³ p'a⁴,kee pah,кэ па
可是,ke shi,k'o³ shih⁴,kee shyh,кэ ши
可以,ke yi,k'o³ i³,kee yii,кэ и
克,ke,k'o⁴,keh,кэ
刻,ke,k'o⁴,keh,кэ
客人,ke ren,k'o⁴ jen²,keh ren,кэ жэнь
课堂,ke tang,k'o⁴ t'ang²,keh tarng,кэ тан
空气,kong qi,k'ung¹ ch'i⁴,kong chih,кун ци
哭,ku,k'u¹,ku,ку
快餐,kuai can,k'uai⁴ ts'an¹,kuay tsan,куай цань
快点儿,kuai dian er,k'uai⁴ tien³ r,kuay dean r,куай дянь эр
快乐,kuai le,k'uai⁴ le⁴,kuay leh,куай лэ
快要,kuai yao,k'uai⁴ yao⁴,kuay yaw,куай яо
筷子,kuai zi,k'uai⁴ zi,kuay zi,куай цзы
拉,la,la¹,lha,ла
来自,lai zi,lai² tzu⁴,lai tzyh,лай цзы
蓝,lan,lan²,lan,лань
蓝色,lan se,lan² se⁴,lan seh,лань сэ
篮球,lan qiu,lan² ch'iu²,lan chyou,лань цю
老,lao,lao³,lao,лао
老,lao,lao³,lao,лао
老年,lao nian,lao³ nien²,lao nian,лао нянь
离,li,li²,li,ли
离开,li kai,li² k'ai¹,li kai,ли кай
礼物,li wu,li³ wu⁴,lii wuh,ли у
里头,li tou,li³ tou,lii tou,ли тоу
理想,li xiang,li³ hsiang³,lii sheang,ли сян
例如,li ru,li⁴ ju²,lih ru,ли жу
例子,li zi,li⁴ zi,lih zi,ли цзы
脸,lian,lien³,lean,лянь
练,lian,lien⁴,liann,лянь
练习,lian xi,lien⁴ hsi²,liann shyi,лянь си
凉,liang,liang²,liang,лян
凉快,liang kuai,liang² kuai,liang kuai,лян куай
两,liang,liang³,leang,лян
亮,liang,liang⁴,lianq,лян
辆,liang,liang⁴,lianq,лян
零下,ling xia,ling² hsia⁴,ling shiah,лин ся
留,liu,liu²,liou,лю
留下,liu xia,liu² hsia⁴,liou shiah,лю ся
留学生,liu xue sheng,liu² hsüeh² sheng¹,liou shyue sheng,лю сюэ шэн
流,liu,liu²,liou,лю
流利,liu li,liu² li⁴,liou lih,лю ли
流行,liu xing,liu² hsing²,liou shyng,лю син
路边,lu bian,lu⁴ pien¹,luh bian,лу бянь
卖,mai,mai⁴,may,май
满,man,man³,maan,мань
满意,man yi,man³ i⁴,maan yih,мань и
猫,mao,mao¹,mhau,мао
米,mi,mi³,mii,ми
面前,mian qian,mien⁴ ch'ien²,miann chyan,мянь цянь
名,ming,ming²,ming,мин
名称,ming cheng,ming² ch'eng¹,ming cheng,мин чэн
名单,ming dan,ming² tan¹,ming dan,мин дань
明星,ming xing,ming² hsing¹,ming shing,мин син
目的,mu de,mu⁴ ti⁴,muh dih,му дэ
拿出,na chu,na² ch'u¹,na chu,на чу
拿到,na dao,na² tao⁴,na daw,на дао
那会儿,na hui er,na⁴ hui⁴ r,nah huey r,на хуэй эр
那么,na yao,na⁴ me,nah me,на яо
那时候,na shi hou,na⁴ shih² hou,nah shyr hou,на ши хоу
那样,na yang,na⁴ yang⁴,nah yanq,на ян
南方,nan fang,nan² fang¹,nan fang,фан
难过,nan guo,nan² kuo⁴,nan guoh,го
难看,nan kan,nan² k'an⁴,nan kann,кань
难受,nan shou,nan² shou⁴,nan show,шоу
难题,nan ti,nan² t'i²,nan tyi,ти
难听,nan ting,nan² t'ing¹,nan ting,тин
能够,neng gou,neng² kou⁴,neng gow,нэн гоу
年级,nian ji,nien² chi²,nian jyi,нянь цзи
年轻,nian qing,nien² ch'ing¹,nian ching,нянь цин
努力,nu li,nu³ li⁴,nuu lih,ну ли
爬,pa,p'a²,par,па
爬山,pa shan,p'a² shan¹,par shan,па шань
怕,pa,p'a⁴,pah,па
排,pai,p'ai²,pair,пай
排队,pai dui,p'ai² tui⁴,pair duey,пай дуй
排球,pai qiu,p'ai² ch'iu²,pair chyou,пай цю
碰,peng,p'eng⁴,penq,пэн
碰到,peng dao,p'eng⁴ tao⁴,penq daw,пэн дао
碰见,peng jian,p'eng⁴ chien⁴,penq jiann,пэн цзянь
篇,pian,p'ien¹,pian,пянь
片,pian,p'ien⁴,piann,пянь
漂亮,piao liang,p'iao⁴ liang,piaw liang,пяо лян
平,ping,p'ing²,pyng,пин
平安,ping an,p'ing² an¹,pyng an,пин ань
平常,ping chang,p'ing² ch'ang²,pyng charng,пин чан
平等,ping deng,p'ing² teng³,pyng deeng,пин дэн
平时,ping shi,p'ing² shih²,pyng shyr,пин ши
瓶,ping,p'ing²,pyng,пин
瓶子,ping zi,p'ing² zi,pyng zi,пин цзы
普通,pu tong,p'u³ t'ung¹,puu tong,пу тун
普通话,pu tong hua,p'u³ t'ung¹ hua⁴,puu tong huah,пу тун хуа
其他,qi ta,ch'i² t'a¹,chyi ta,ци та
其中,qi zhong,ch'i² chung¹,chyi jong,ци чжун
骑,qi,ch'i²,chyi,ци
骑车,qi che,ch'i² ch'e¹,chyi che,ци чэ
起飞,qi fei,ch'i³ fei¹,chii fei,ци фэй
气,qi,ch'i⁴,chih,ци
气温,qi wen,ch'i⁴ wen¹,chih uen,ци вэнь
千,qian,ch'ien¹,chian,цянь
千克,qian ke,ch'ien¹ k'o⁴,chian keh,цянь кэ
前年,qian nian,ch'ien² nien²,chyan nian,цянь нянь
墙,qiang,ch'iang²,chyang,цян
青年,qing nian,ch'ing¹ nien²,ching nian,цин нянь
青少年,qing shao nian,ch'ing¹ shao⁴ nien²,ching shaw nian,цин шао нянь
轻,qing,ch'ing¹,ching,цин
清楚,qing chu,ch'ing¹ chu,ching chu,цин чу
晴,qing,ch'ing²,chyng,цин
晴天,qing tian,ch'ing² t'ien¹,chyng tian,цин тянь
请客,qing ke,ch'ing³ k'o⁴,chiing keh,цин кэ
请求,qing qiu,ch'ing³ ch'iu²,chiing chyou,цин цю
秋天,qiu tian,ch'iu¹ t'ien¹,chiou tian,цю тянь
求,qiu,ch'iu²,chyou,цю
球场,qiu chang,ch'iu² ch'ang³,chyou chaang,цю чан
球队,qiu dui,ch'iu² tui⁴,chyou duey,цю дуй
球鞋,qiu xie,ch'iu² hsieh²,chyou shye,цю се
取,qu,ch'ü³,cheu,цюй
取得,qu de,ch'ü³ te²,cheu der,цюй дэ
全,quan,ch'üan²,chyuan,цюань
全部,quan bu,ch'üan² pu⁴,chyuan buh,цюань бу
全国,quan guo,ch'üan² kuo²,chyuan gwo,цюань го
全家,quan jia,ch'üan² chia¹,chyuan jia,цюань цзя
全年,quan nian,ch'üan² nien²,chyuan nian,цюань нянь
全身,quan shen,ch'üan² shen¹,chyuan shen,цюань шэнь
全体,quan ti,ch'üan² t'i³,chyuan tii,цюань ти
然后,ran hou,jan² hou⁴,ran how,жань хоу
让,rang,jang⁴,ranq,жан
热情,re qing,je⁴ ch'ing²,reh chyng,жэ цин
人口,ren kou,jen² k'ou³,ren koou,жэнь коу
人们,ren men,jen² men,ren men,жэнь мэнь
人数,ren shu,jen² shu⁴,ren shuh,жэнь шу
认为,ren wei,jen⁴ wei²,renn wei,жэнь вэй
日报,ri bao,jih⁴ pao⁴,ryh baw,жи бао
日子,ri zi,jih⁴ zi,ryh zi,жи цзы
如果,ru guo,ju² kuo³,ru guoo,жу го
入口,ru kou,ju⁴ k'ou³,ruh koou,жу коу
商量,shang liang,shang¹ liang,shang liang,шан лян
商人,shang ren,shang¹ jen²,shang ren,шан жэнь
上周,shang zhou,shang⁴ chou¹,shanq jou,шан чжоу
少数,shao shu,shao³ shu⁴,shao shuh,шао шу
少年,shao nian,shao⁴ nien²,shaw nian,шао нянь
身边,shen bian,shen¹ pien¹,shen bian,шэнь бянь
什么样,shi yao yang,shen² me yang⁴,shern me yanq,ши яо ян
生,sheng,sheng¹,sheng,шэн
生词,sheng ci,sheng¹ tz'u²,sheng tsyr,шэн цы
生活,sheng huo,sheng¹ huo²,sheng hwo,шэн хо
声音,sheng yin,sheng¹ yin¹,sheng in,шэн инь
省,sheng,sheng³,sheeng,шэн
省,sheng,sheng³,sheeng,шэн
十分,shi fen,shih² fen¹,shyr fen,ши фэнь
实际,shi ji,shih² chi⁴,shyr jih,ши цзи
实习,shi xi,shih² hsi²,shyr shyi,ши си
实现,shi xian,shih² hsien⁴,shyr shiann,ши сянь
实在,shi zai,shih² tsai⁴,shyr tzay,ши цзай
食物,shi wu,shih² wu⁴,shyr wuh,ши у
使用,shi yong,shih³ yung⁴,shyy yonq,ши юн
市,shi,shih⁴,shyh,ши
市长,shi chang,shih⁴ chang³,shyh jaang,ши чан
事情,shi qing,shih⁴ qing,shyh qing,ши цин
收,shou,shou¹,shou,шоу
收到,shou dao,shou¹ tao⁴,shou daw,шоу дао
收入,shou ru,shou¹ ju⁴,shou ruh,шоу жу
手表,shou biao,shou³ piao³,shoou beau,шоу бяо
受到,shou dao,shou⁴ tao⁴,show daw,шоу дао
舒服,shu fu,shu¹ fu,shu fu,шу фу
熟,shu,shu²,shwu,шу
数,shu,shu³,shuu,шу
数字,shu zi,shu⁴ tzu⁴,shuh tzyh,шу цзы
水平,shui ping,shui³ p'ing²,shoei pyng,шуй пин
顺利,shun li,shun⁴ li⁴,shuenn lih,шунь ли
说明,shuo ming,shuo¹ ming²,shuo ming,шо мин
司机,si ji,ssu¹ chi¹,sy ji,сы цзи
送到,song dao,sung⁴ tao⁴,sonq daw,сун дао
送给,song gei,sung⁴ kei³,sonq geei,сун гэй
算,suan,suan⁴,suann,суань
虽然,sui ran,sui¹ jan²,suei ran,суй жань
随便,sui bian,sui² pien⁴,swei biann,суй бянь
随时,sui shi,sui² shih²,swei shyr,суй ши
所以,suo yi,so³ i³,suoo yii,со и
所有,suo you,so³ yu³,suoo yeou,со ю
它,ta,t'a¹,ta,та
它们,ta men,t'a¹ men,ta men,та мэнь
太太,tai tai,t'ai⁴ tai,tay tai,тай тай
态度,tai du,t'ai⁴ du,tay du,тай ду
讨论,tao lun,t'ao³ lun⁴,tao luenn,тао лунь
套,tao,t'ao⁴,taw,тао
特别,te bie,t'e⁴ pieh²,teh bye,тэ бе
特点,te dian,t'e⁴ tien³,teh dean,тэ дянь
疼,teng,t'eng²,terng,тэн
提,ti,t'i²,tyi,ти
提出,ti chu,t'i² ch'u¹,tyi chu,ти чу
提到,ti dao,t'i² tao⁴,tyi daw,ти дао
提高,ti gao,t'i² kao¹,tyi gau,ти гао
题,ti,t'i²,tyi,ти
体育,ti yu,t'i³ yü⁴,tii yuh,ти юй
体育场,ti yu chang,t'i³ yü⁴ ch'ang³,tii yuh chaang,ти юй чан
体育馆,ti yu guan,t'i³ yü⁴ kuan³,tii yuh goan,ти юй гуань
天上,tian shang,t'ien¹ shang⁴,tian shanq,тянь шан
条,tiao,t'iao²,tyau,тяо
条件,tiao jian,t'iao² chien⁴,tyau jiann,тяо цзянь
听讲,ting jiang,t'ing¹ chiang³,ting jeang,тин цзян
听说,ting shuo,t'ing¹ shuo¹,ting shuo,тин шо
停,ting,t'ing²,tyng,тин
停车,ting che,t'ing² ch'e¹,tyng che,тин чэ
停车场,ting che chang,t'ing² ch'e¹ ch'ang³,tyng che chaang,тин чэ чан
挺,ting,t'ing³,tiing,тин
挺好,ting hao,t'ing³ hao³,tiing hao,тин хао
通,tong,t'ung¹,tong,тун
通过,tong guo,t'ung¹ kuo⁴,tong guoh,тун го
通知,tong zhi,t'ung¹ chih¹,tong jy,тун чжи
同时,tong shi,t'ung² shih²,torng shyr,тун ши
同事,tong shi,t'ung² shih⁴,torng shyh,тун ши
同样,tong yang,t'ung² yang⁴,torng yanq,тун ян
头,tou,t'ou²,tour,тоу
头,tou,t'ou²,tour,тоу
头发,tou fa,t'ou² fa,tour fa,тоу фа
图片,tu pian,t'u² p'ien⁴,twu piann,ту пянь
推,tui,t'ui¹,tuei,туй
腿,tui,t'ui³,toei,туй
外地,wai di,wai⁴ ti⁴,way dih,вай ди
外卖,wai mai,wai⁴ mai⁴,way may,вай май
完,wan,wan²,wan,вань
完成,wan cheng,wan² ch'eng²,wan cherng,вань чэн
完全,wan quan,wan² ch'üan²,wan chyuan,вань цюань
晚安,wan an,wan³ an¹,woan an,вань ань
晚报,wan bao,wan³ pao⁴,woan baw,вань бао
晚餐,wan can,wan³ ts'an¹,woan tsan,вань цань
晚会,wan hui,wan³ hui⁴,woan huey,вань хуэй
碗,wan,wan³,woan,вань
网,wang,wang³,woang,ван
网球,wang qiu,wang³ ch'iu²,woang chyou,ван цю
网站,wang zhan,wang³ chan⁴,woang jann,ван чжань
往,wang,wang³,woang,ван
为,wei,wei⁴,wey,вэй
为什么,wei shi yao,wei⁴ shen² me,wey shern me,вэй ши яо
位,wei,wei⁴,wey,вэй
喂,wei,wei⁴,wey,вэй
温度,wen du,wen¹ tu⁴,uen duh,вэнь ду
闻,wen,wen²,wen,вэнь
问路,wen lu,wen⁴ lu⁴,wenn luh,вэнь лу
问题,wen ti,wen⁴ t'i²,wenn tyi,вэнь ти
午餐,wu can,wu³ ts'an¹,wuu tsan,у цань
午睡,wu shui,wu³ shui⁴,wuu shuey,у шуй
西北,xi bei,hsi¹ pei³,shi beei,си бэй
西餐,xi can,hsi¹ ts'an¹,shi tsan,си цань
西方,xi fang,hsi¹ fang¹,shi fang,си фан
西南,xi nan,hsi¹ nan²,shi nan,си
西医,xi yi,hsi¹ i¹,shi i,си и
习惯,xi guan,hsi² kuan⁴,shyi guann,си гуань
洗衣机,xi yi ji,hsi³ i¹ chi¹,shii i ji,си и цзи
洗澡,xi zao,hsi³ tsao³,shii tzao,си цзао
下,xia,hsia⁴,shiah,ся
下雪,xia xue,hsia⁴ hsüeh³,shiah sheue,ся сюэ
下周,xia zhou,hsia⁴ chou¹,shiah jou,ся чжоу
夏天,xia tian,hsia⁴ t'ien¹,shiah tian,ся тянь
相同,xiang tong,hsiang¹ t'ung²,shiang torng,сян тун
相信,xiang xin,hsiang¹ hsin⁴,shiang shinn,сян синь
响,xiang,hsiang³,sheang,сян
想到,xiang dao,hsiang³ tao⁴,sheang daw,сян дао
想法,xiang fa,hsiang³ fa³,sheang faa,сян фа
想起,xiang qi,hsiang³ ch'i³,sheang chii,сян ци
向,xiang,hsiang⁴,shianq,сян
相机,xiang ji,hsiang⁴ chi¹,shianq ji,сян цзи
像,xiang,hsiang⁴,shianq,сян
小,xiao,hsiao³,sheau,сяо
小声,xiao sheng,hsiao³ sheng¹,sheau sheng,сяо шэн
小时候,xiao shi hou,hsiao³ shih² hou,sheau shyr hou,сяо ши хоу
小说,xiao shuo,hsiao³ shuo¹,sheau shuo,сяо шо
小心,xiao xin,hsiao³ hsin¹,sheau shin,сяо синь
小组,xiao zu,hsiao³ tsu³,sheau tzuu,сяо цзу
校园,xiao yuan,hsiao⁴ yüan²,shiaw yuan,сяо юань
校长,xiao chang,hsiao⁴ chang³,shiaw jaang,сяо чан
