Pinyin,Wade-Giles,Romatzyh
тоу,тоу,тоур
тоуфа,тоуфа,тоурфа
тупиан,тупиен,туоупианн
туи,туи,туеи
туи,туи,тоеи
уоаиди,уоаити,уоаыдих
уоаимаи,уоаимаи,уоаымаы
уоан,уоан,уоан
уоанченг,уоанченг,уоанчернг
уоанкуан,уоанчуан,уоанчыуан
уоанан,уоанан,уооанан
уоанбао,уоанпао,уооанбауо
уоанцан,уоанцан,уооанцан
уоанхуи,уоанхуи,уооанхуеы
уоан,уоан,уооан
уоанг,уоанг,уооанг
уоангкиу,уоангчиу,уооангчыоу
уоангжан,уоангчан,уооангянн
уоанг,уоанг,уооанг
уоеи,уоеи,уоеы
уоеишенме,уоеишенме,уоеышернме
уоеи,уоеи,уоеы
уоеи,уоеи,уоеы
уоенду,уоенту,уендух
уоен,уоен,уоен
уоенлу,уоенлу,уоеннлух
уоенти,уоенти,уоеннтыи
уоуцан,уоуцан,уоууцан
уоушуи,уоушуи,уоуушуеы
xибеи,хсипеи,шибееи
xицан,хсицан,шицан
xифанг,хсифанг,шифанг
xинан,хсинан,шинан
xиыи,хсии,шии
xигуан,хсикуан,шыигуанн
xиыийи,хсиичи,шииийи
xизао,хсицао,шиитзао
xиа,хсиа,шиах
xиаxуе,хсиахсуех,шиахшеуе
xиажоу,хсиачоу,шиахйоу
xиатиан,хсиатиен,шиахтиан
xиангтонг,хсиангтунг,шиангторнг
xиангxин,хсиангхсин,шиангшинн
xианг,хсианг,шеанг
xиангдао,хсиангтао,шеангдауо
xиангфа,хсиангфа,шеангфаа
xиангки,хсиангчи,шеангчии
xианг,хсианг,шианк
xиангйи,хсиангчи,шианкйи
xианг,хсианг,шианк
xиао,хсиао,шеау
xиаошенг,хсиаошенг,шеаушенг
xиаошихоу,хсиаошиххоу,шеаушырхоу
xиаошуо,хсиаошуо,шеаушуо
xиаоxин,хсиаохсин,шеаушин
xиаозу,хсиаоцу,шеаутзуу
xиаоыуан,хсиаоыуан,шиауоыуан
xиаожанг,хсиаочанг,шиауояанг
xиаохуа,хсиаохуа,шиауохуа
xие,хсиех,шые
xинли,хсинли,шинлии
xинкинг,хсинчинг,шинчынг
xинжонг,хсинчунг,шинйонг
xинуоен,хсинуоен,шинуоен
xин,хсин,шинн
xинхао,хсинхао,шиннхауо
xинxи,хсинхси,шиннши
xинxин,хсинхсин,шинншин
xиныонгка,хсиныунгка,шинныонккаа
xингxинг,хсингxинг,шингxинг
xингдонг,хсингтунг,шынгдонк
xингрен,хсингйен,шынгрен
xингуоеи,хсингуоеи,шынгуоеи
xинг,хсинг,шинк
xингминг,хсингминг,шинкминг
xиуйиа,хсиучиа,шиоуйиах
xудуо,хсуто,шеудуо
xуан,хсуан,шеуан
xуеки,хсуехчи,шыуечи
xуе,хсуех,шеуе
ыансе,ыансе,ыансех
ыан,ыан,ыеан
ыанйинг,ыанйинг,ыеанйинг
ыанг,ыанг,ыеанг
ыангзи,ыангзи,ыанкзи
ыаокиу,ыаочиу,иаучыоу
ыао,ыао,ыауо
ыаодиан,ыаотиен,ыауодианн
ыаопиан,ыаопиен,ыауопианн
ыаошуи,ыаошуи,ыауошоеи
ыеxу,ыеххсу,ыеешеу
ые,ыех,ыех
ыийинг,ичинг,ыиийинг
ыихоу,ихоу,ыиихоуо
ыикиан,ичиен,ыиичыан
ыишанг,ишанг,ыиишанк
ыиуоаи,иуоаи,ыииуоаы
ыиуоеи,иуоеи,ыииуоеи
ыиxиа,ихсиа,ыиишиах
ыизи,изи,ыиизи
ыи,и,ыих
ыийиан,ичиен,ыихйианн
ыиси,иси,ыихси
ыинуоеи,ыинуоеи,инуоеы
ыин,ыин,ин
ыинтиан,ыинтиен,интиан
ыинйие,ыинчиех,инйые
ыиныуе,ыиныуех,иныуех
ыиныуехуи,ыиныуеххуи,иныуеххуеы
ыинханг,ыинханг,ынхарнг
ыинхангка,ыинхангка,ынхарнгкаа
ыинггаи,ыингкаи,инггаи
ыингуоен,ыингуоен,ингуоен
ыингыу,ыингыу,ингыеу
ыингпиан,ыингпиен,ыиингпианн
ыингxианг,ыингхсианг,ыиингшеанг
ыонгыуан,ыунгыуан,ыеонгыеуан
ыоу,ыу,ыоу
ыоуке,ыуко,ыоукех
ыоухао,ыухао,ыеоухао
ыоурен,ыуйен,ыеоурен
ыоудианр,ыутиенр,ыеоудеанр
ыоуыиси,ыуиси,ыеоуыихси
ыоу,ыу,ыоуо
ыу,ыу,ыу
ыуыан,ыуыан,ыеуыан
ыуанлаи,ыуанлаи,ыуанлаи
ыуаныин,ыуаныин,ыуанин
ыуан,ыуан,ыуанн
ыуанжанг,ыуанчанг,ыуанняанг
ыуанзи,ыуанзи,ыуаннзи
ыуаныи,ыуани,ыуанныих
ыуефен,ыуехфен,ыуехфенн
ыуелианг,ыуехлианг,ыуехлианг
ыуе,ыуех,ыуех
ыуелаиыуе,ыуехлаиыуех,ыуехлаиыуех
ыун,ыун,ыун
ыундонг,ыунтунг,ыунндонк
зан,цан,тзарн
занмен,цанмен,тзарнмен
заоцан,цаоцан,тзаоцан
заочен,цаочен,тзаочерн
заойиу,цаочиу,тзаойиоуо
зенмебан,ценмепан,тзеенмебанн
зенмеыанг,ценмеыанг,тзеенмеыанк
зеныанг,ценыанг,тзееныанк
жан,чан,янн
жан,чан,янн
жанжу,чанчу,яннюх
жанг,чанг,яанг
жангда,чангта,яангдах
жаочу,чаочу,яочу
жаопиан,чаопиен,яуопианн
жаоxианг,чаохсианг,яуошианк
жеме,чеме,йехме
жеыанг,чеыанг,йехыанк
женженг,ченченг,йенйенк
женгчанг,ченгчанг,йенкчарнг
женгхао,ченгхао,йенкхао
женгкуе,ченгчуех,йенкчиуех
женгши,ченгших,йенкшых
жийие,чихчиех,йырйие
жи,чих,йыы
жиненг,чихненг,йыыненг
жиыао,чихыао,йыыыауо
жи,чих,йыы
жонгцан,чунгцан,йонгцан
жонгйи,чунгчи,йонгйыи
жонгниан,чунгниен,йонгниан
жонгxиаоxуе,чунгхсиаохсуех,йонгшеаушыуе
жонгxин,чунгхсин,йонгшин
жонгыи,чунги,йонги
жонгши,чунгших,йонкшых
жоу,чоу,йоу
жоумо,чоумо,йоумох
жоуниан,чоуниен,йоуниан
журен,чуйен,юурен
жуыао,чуыао,юуыауо
жуфанг,чуфанг,юхфарнг
жуыуан,чуыуан,юхыуанн
жуанг,чуанг,юанг
жункуе,чунчуех,йоенчиуех
зийи,тзучи,тзыхйии
зиxингче,тзухсингче,тзыхшынгче
зиыоу,тзуыу,тзыхыоу
зидиан,тзутиен,тзыхдеан
зоугуо,цоукуо,тзооугуох
зоуйин,цоучин,тзооуйинн
зоукаи,цоукаи,тзооукаи
зу,цу,тзу
зу,цу,тзуу
зученг,цученг,тзуучернг
зужанг,цучанг,тзууяанг
зуи,цуи,тзоеи
зуийин,цуичин,тзуеыйинн
зуойиа,цочиа,тзуохйиа
зуоуоен,цоуоен,тзуохуоен
зуоые,цоыех,тзуохыех
зуоыонг,цоыунг,тзуохыонк
зуо,цо,тзуох
зуоуоеи,цоуоеи,тзуохуоеы
зуодао,цотао,тзуохдауо
зуофа,цофа,тзуохфаа
аиxин,аихсин,аышин
анпаи,анпаи,анпаир
анжуанг,анчуанг,анюанг
ан,ан,анн
анжао,анчао,анняуо
ба,па,баа
ба,па,баа
бауоо,пауоо,баауоох
баи,паи,баир
баицаи,паицаи,баирцаы
банйи,панчи,банйыи
бан,пан,бан
банйиа,панчиа,банйиа
бан,пан,баан
банли,панли,баннлии
бао,пао,бао
баоан,паоан,баоан
баочи,паочих,баочыр
баоцун,паоцун,баоцуоен
баоху,паоху,баохух
баолиу,паолиу,баолиоу
баоxиан,паохсиен,баошеан
баоженг,паоченг,баойенк
бао,пао,бауо
баодао,паотао,бауодауо
баодао,паотао,бауодауо
баогао,паокао,бауогауо
беи,пеи,беы
беибу,пеипу,бееибух
беи,пеи,беы
беихоу,пеихоу,беыхоуо
беи,пеи,беы
беизи,пеизи,беызи
бенлаи,пенлаи,беенлаи
бенлинг,пенлинг,беенлиинг
бийиао,пичиао,биийиауо
били,пили,биилих
бисаи,писаи,биисаы
биран,пиян,бихран
биыао,пиыао,бихыауо
бианхуа,пиенхуа,бианнхуах
биануоеи,пиенуоеи,бианнуоеи
биаоти,пиаоти,биаутыи
биаожун,пиаочун,биауйоен
биаода,пиаота,беаудар
биаоге,пиаоко,беаугер
биаомиан,пиаомиен,беаумианн
