Chinese,Pinyin,Wade-Giles,Romatzyh,Palladiy
短信,дуан xин,туан  хсин ,доан шинн,дуань синь
段,дуан,туан ,дуанн,дуань
队,дуи,туи ,дуеы,дуй
队长,дуи чанг,туи  чанг ,дуеы яанг,дуй чан
对,дуи,туи ,дуеы,дуй
对话,дуи хуа,туи  хуа ,дуеы хуах,дуй хуа
对面,дуи миан,туи  миен ,дуеы мианн,дуй мянь
多,дуо,то ,дуо,до
多久,дуо йиу,то  чиу ,дуо йеоу,до цзю
多么,дуо ыао,то  ме,дуо ме,до яо
多数,дуо шу,то  шу ,дуо шух,до шу
多云,дуо ыун,то  ыун ,дуо ыун,до юнь
而且,ер кие,ерх  чиех ,ерл чиее,эр це
发,фа,фа ,фа,фа
发现,фа xиан,фа  хсиен ,фа шианн,фа сянь
饭馆,фан гуан,фан  куан ,фанн гоан,фань гуань
方便,фанг биан,фанг  пиен ,фанг бианн,фан бянь
方便面,фанг биан миан,фанг  пиен  миен ,фанг бианн мианн,фан бянь мянь
方法,фанг фа,фанг  фа ,фанг фаа,фан фа
方面,фанг миан,фанг  миен ,фанг мианн,фан мянь
方向,фанг xианг,фанг  хсианг ,фанг шианк,фан сян
放下,фанг xиа,фанг  хсиа ,фанк шиах,фан ся
放心,фанг xин,фанг  хсин ,фанк шин,фан синь
分,фен,фен ,фен,фэнь
分开,фен каи,фен  каи ,фен каи,фэнь кай
分数,фен шу,фен  шу ,фен шух,фэнь шу
分钟,фен жонг,фен  чунг ,фен йонг,фэнь чжун
份,фен,фен ,фенн,фэнь
封,фенг,фенг ,фенг,фэн
服务,фу воу,фу  воу ,фвоу воух,фу у
复习,фу xи,фу  хси ,фух шыи,фу си
该,гаи,каи ,гаи,гай
改,гаи,каи ,гае,гай
改变,гаи биан,каи  пиен ,гае бианн,гай бянь
干杯,ган беи,кан  пеи ,ган беи,гань бэй
感到,ган дао,кан  тао ,гаан даво,гань дао
感动,ган донг,кан  тунг ,гаан донк,гань дун
感觉,ган юе,кан  чуех ,гаан йыуе,гань цзюэ
感谢,ган xие,кан  хсиех ,гаан шиех,гань се
干活儿,ган хуо ер,кан  хуо  р,ганн хвоо р,гань хо эр
刚,ганг,канг ,ганг,ган
刚才,ганг цаи,канг  цаи ,ганг цаир,ган цай
高级,гао йи,као  чи ,гау йыи,гао цзи
高中,гао жонг,као  чунг ,гау йонг,гао чжун
个子,ге зи,ко  зи,гех зи,гэ цзы
公共汽车,гонг гонг ки че,кунг  кунг  чи  че ,гонг гонк чих че,гун гун ци чэ
公交车,гонг йиао че,кунг  чиао  че ,гонг йиау че,гун цзяо чэ
公斤,гонг йин,кунг  чин ,гонг йин,гун цзинь
公里,гонг ли,кунг  ли ,гонг лии,гун ли
公路,гонг лу,кунг  лу ,гонг лух,гун лу
公平,гонг пинг,кунг  пинг ,гонг пынг,гун пин
公司,гонг си,кунг  ссу ,гонг сы,гун сы
公园,гонг ыуан,кунг  ыуан ,гонг ыуан,гун юань
狗,гоу,коу ,гооу,гоу
够,гоу,коу ,гово,гоу
故意,гу ыи,ку  и ,гух ыих,гу и
顾客,гу ке,ку  ко ,гух кех,гу кэ
关机,гуан йи,куан  чи ,гуан йи,гуань цзи
关心,гуан xин,куан  хсин ,гуан шин,гуань синь
观点,гуан диан,куан  тиен ,гуан деан,гуань дянь
广场,гуанг чанг,куанг  чанг ,гоанг чаанг,гуан чан
广告,гуанг гао,куанг  као ,гоанг гаво,гуан гао
国际,гуо йи,куо  чи ,гвоо йих,го цзи
过来,гуо лаи,куо  лаи ,гуох лаи,го лай
过年,гуо ниан,куо  ниен ,гуох ниан,го нянь
过去,гуо ку,куо  чу ,гуох чиух,го цюй
海,хаи,хаи ,хае,хай
海边,хаи биан,хаи  пиен ,хае биан,хай бянь
喊,хан,хан ,хаан,хань
好,хао,хао ,хао,хао
好多,хао дуо,хао  то ,хао дуо,хао до
好久,хао йиу,хао  чиу ,хао йеоу,хао цзю
好人,хао рен,хао  йен ,хао рен,хао жэнь
好事,хао ши,хао  ших ,хао шых,хао ши
好像,хао xианг,хао  хсианг ,хао шианк,хао сян
合适,хе ши,хо  ших ,хер шых,хэ ши
河,хе,хо ,хер,хэ
黑,хеи,хеи ,хеи,хэй
黑板,хеи бан,хеи  пан ,хеи баан,хэй бань
黑色,хеи се,хеи  се ,хеи сех,хэй сэ
红,хонг,хунг ,хорнг,хун
红色,хонг се,хунг  се ,хорнг сех,хун сэ
后来,хоу лаи,хоу  лаи ,хово лаи,хоу лай
忽然,ху ран,ху  ян ,ху ран,ху жань
湖,ху,ху ,хвоу,ху
护照,ху жао,ху  чао ,хух яво,ху чжао
花,хуа,хуа ,хуа,хуа
花园,хуа ыуан,хуа  ыуан ,хуа ыуан,хуа юань
画,хуа,хуа ,хуах,хуа
画家,хуа йиа,хуа  чиа ,хуах йиа,хуа цзя
画儿,хуа ер,хуа  р,хуах р,хуа эр
坏人,хуаи рен,хуаи  йен ,хуаы рен,хуай жэнь
欢迎,хуан ыинг,хуан  ыинг ,хуан ынг,хуань ин
换,хуан,хуан ,хуанн,хуань
黄,хуанг,хуанг ,хвоанг,хуан
黄色,хуанг се,хуанг  се ,хвоанг сех,хуан сэ
回,хуи,хуи ,хвоеи,хуэй
回国,хуи гуо,хуи  куо ,хвоеи гвоо,хуэй го
会,хуи,хуи ,хуеы,хуэй
活动,хуо донг,хуо  тунг ,хвоо донк,хо дун
或,хуо,хуо ,хуох,хо
或者,хуо же,хуо  че ,хуох йее,хо чжэ
机会,йи хуи,чи  хуи ,йи хуеы,цзи хуэй
鸡,йи,чи ,йи,цзи
级,йи,чи ,йыи,цзи
急,йи,чи ,йыи,цзи
计划,йи хуа,чи  хуа ,йих хуах,цзи хуа
计算机,йи суан йи,чи  суан  чи ,йих суанн йи,цзи суань цзи
加,йиа,чиа ,йиа,цзя
加油,йиа ыоу,чиа  ыу ,йиа ыоу,цзя ю
家,йиа,чиа ,йиа,цзя
家庭,йиа тинг,чиа  тинг ,йиа тынг,цзя тин
家长,йиа чанг,чиа  чанг ,йиа яанг,цзя чан
假,йиа,чиа ,йеа,цзя
假期,йиа ки,чиа  чи ,йиах чи,цзя ци
检查,йиан ча,чиен  ча ,йеан чар,цзянь ча
见到,йиан дао,чиен  тао ,йианн даво,цзянь дао
见过,йиан гуо,йиангуо,йиангуо,цзянь го
件,йиан,чиен ,йианн,цзянь
健康,йиан канг,чиен  канг ,йианн канг,цзянь кан
讲,йианг,чианг ,йеанг,цзян
讲话,йианг хуа,чианг  хуа ,йеанг хуах,цзян хуа
交,йиао,чиао ,йиау,цзяо
交给,йиао геи,чиао  кеи ,йиау гееи,цзяо гэй
交通,йиао тонг,чиао  тунг ,йиау тонг,цзяо тун
角,йиао,чиао ,йеау,цзяо
角度,йиао ду,чиао  ту ,йеау дух,цзяо ду
饺子,йиао зи,чиао  зи,йеау зи,цзяо цзы
脚,йиао,чиао ,йеау,цзяо
叫作,йиао зуо,чиао  цо ,йиаво тзуох,цзяо цзо
教师,йиао ши,чиао  ших ,йиаво шы,цзяо ши
教室,йиао ши,чиао  ших ,йиаво шых,цзяо ши
教育,йиао ыу,чиао  ыу ,йиаво ыух,цзяо юй
接,йие,чиех ,йие,цзе
接到,йие дао,чиех  тао ,йие даво,цзе дао
接受,йие шоу,чиех  шоу ,йие шово,цзе шоу
接下来,йие xиа лаи,чиех  хсиа  лаи ,йие шиах лаи,цзе ся лай
接着,йие жао,чиех  же,йие же,цзе чжао
街,йие,чиех ,йие,цзе
节,йие,чиех ,йые,цзе
节目,йие му,чиех  му ,йые мух,цзе му
节日,йие ри,чиех  йих ,йые рых,цзе жи
借,йие,чиех ,йиех,цзе
斤,йин,чин ,йин,цзинь
今后,йин хоу,чин  хоу ,йин хово,цзинь хоу
进入,йин ру,чин  ю ,йинн рух,цзинь жу
进行,йин xинг,чин  хсинг ,йинн шынг,цзинь син
近,йин,чин ,йинн,цзинь
经常,йинг чанг,чинг  чанг ,йинг чарнг,цзин чан
经过,йинг гуо,чинг  куо ,йинг гуох,цзин го
经理,йинг ли,чинг  ли ,йинг лии,цзин ли
酒,йиу,чиу ,йеоу,цзю
酒店,йиу диан,чиу  тиен ,йеоу дианн,цзю дянь
就要,йиу ыао,чиу  ыао ,йиово ыаво,цзю яо
举,ю,чу ,йеу,цзюй
举手,ю шоу,чу  шоу ,йеу шооу,цзюй шоу
举行,ю xинг,чу  хсинг ,йеу шынг,цзюй син
句,ю,чу ,йиух,цзюй
句子,ю зи,чу  зи,йиух зи,цзюй цзы
卡,киа,ка ,каа,ця
开机,каи йи,каи  чи ,каи йи,кай цзи
开心,каи xин,каи  хсин ,каи шин,кай синь
开学,каи xуе,каи  хсуех ,каи шыуе,кай сюэ
看法,кан фа,кан  фа ,канн фаа,кань фа
考生,као шенг,као  шенг ,као шенг,као шэн
靠,као,као ,каво,као
科,ке,ко ,ке,кэ
科学,ке xуе,ко  хсуех ,ке шыуе,кэ сюэ
可爱,ке аи,ко  аи ,кее аы,кэ ай
可能,ке ненг,ко  ненг ,кее ненг,кэ нэн
可怕,ке па,ко  па ,кее пах,кэ па
可是,ке ши,ко  ших ,кее шых,кэ ши
可以,ке ыи,ко  и ,кее ыии,кэ и
克,ке,ко ,кех,кэ
刻,ке,ко ,кех,кэ
客人,ке рен,ко  йен ,кех рен,кэ жэнь
课堂,ке танг,ко  танг ,кех тарнг,кэ тан
空气,конг ки,кунг  чи ,конг чих,кун ци
哭,ку,ку ,ку,ку
快餐,куаи цан,куаи  цан ,куаы цан,куай цань
快点儿,куаи диан ер,куаи  тиен  р,куаы деан р,куай дянь эр
快乐,куаи ле,куаи  ле ,куаы лех,куай лэ
快要,куаи ыао,куаи  ыао ,куаы ыаво,куай яо
筷子,куаи зи,куаи  зи,куаы зи,куай цзы
拉,ла,ла ,лха,ла
来自,лаи зи,лаи  тзу ,лаи тзых,лай цзы
蓝,лан,лан ,лан,лань
蓝色,лан се,лан  се ,лан сех,лань сэ
篮球,лан киу,лан  чиу ,лан чыоу,лань цю
老,лао,лао ,лао,лао
老,лао,лао ,лао,лао
老年,лао ниан,лао  ниен ,лао ниан,лао нянь
离,ли,ли ,ли,ли
离开,ли каи,ли  каи ,ли каи,ли кай
礼物,ли воу,ли  воу ,лии воух,ли у
里头,ли тоу,ли  тоу,лии тоу,ли тоу
理想,ли xианг,ли  хсианг ,лии шеанг,ли сян
例如,ли ру,ли  ю ,лих ру,ли жу
例子,ли зи,ли  зи,лих зи,ли цзы
脸,лиан,лиен ,леан,лянь
练,лиан,лиен ,лианн,лянь
练习,лиан xи,лиен  хси ,лианн шыи,лянь си
凉,лианг,лианг ,лианг,лян
凉快,лианг куаи,лианг  куаи,лианг куаи,лян куай
两,лианг,лианг ,леанг,лян
亮,лианг,лианг ,лианк,лян
辆,лианг,лианг ,лианк,лян
零下,линг xиа,линг  хсиа ,линг шиах,лин ся
留,лиу,лиу ,лиоу,лю
留下,лиу xиа,лиу  хсиа ,лиоу шиах,лю ся
留学生,лиу xуе шенг,лиу  хсуех  шенг ,лиоу шыуе шенг,лю сюэ шэн
流,лиу,лиу ,лиоу,лю
流利,лиу ли,лиу  ли ,лиоу лих,лю ли
流行,лиу xинг,лиу  хсинг ,лиоу шынг,лю син
路边,лу биан,лу  пиен ,лух биан,лу бянь
卖,маи,маи ,маы,май
满,ман,ман ,маан,мань
满意,ман ыи,ман  и ,маан ыих,мань и
猫,мао,мао ,мхау,мао
米,ми,ми ,мии,ми
面前,миан киан,миен  чиен ,мианн чыан,мянь цянь
名,минг,минг ,минг,мин
名称,минг ченг,минг  ченг ,минг ченг,мин чэн
名单,минг дан,минг  тан ,минг дан,мин дань
明星,минг xинг,минг  хсинг ,минг шинг,мин син
目的,му де,му  ти ,мух дих,му дэ
拿出,на чу,на  чу ,на чу,на чу
拿到,на дао,на  тао ,на даво,на дао
那会儿,на хуи ер,на  хуи  р,нах хуеы р,на хуэй эр
那么,на ыао,на  ме,нах ме,на яо
那时候,на ши хоу,на  ших  хоу,нах шыр хоу,на ши хоу
那样,на ыанг,на  ыанг ,нах ыанк,на ян
南方,нан фанг,нан  фанг ,нан фанг,фан
